,GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°)
969,52.40307,-1.507786,148.79,4.62,4,328.8,23 / 26,99821,2019-09-08 10:09:26:445,0.2859,-0.0805,9.9692,0.001,-0.0014,9.8066,-0.0293,-0.0071,-0.0055,-11.06,-28.81,7.38,347.34,-84.01,-132.15
970,52.40307,-1.507786,148.79,4.62,4,328.8,23 / 26,99921,2019-09-08 10:09:26:545,0.3634,-0.3415,9.5332,0.001,0.0002,9.8066,0.0316,-0.009,0.0014,-11.56,-28.12,7.63,349.47,-84.01,-132.05
971,52.40307,-1.507786,148.79,4.62,4,328.8,23 / 26,100021,2019-09-08 10:09:26:645,0.1827,-0.1038,10.0666,0.0029,-0.0003,9.8066,0.0237,-0.0011,0.0183,-11.56,-28.62,7.13,344.6,-84.01,-132.26
972,52.40307,-1.507786,148.79,4.62,4,328.8,23 / 26,100121,2019-09-08 10:09:26:745,0.0757,-0.078,9.7995,0.0012,-0.0013,9.8066,-0.0148,0.0227,-0.0031,-10.56,-28.25,7.06,347.1,-83.99,-132.42
973,52.40307,-1.507786,148.79,4.62,4,328.8,23 / 26,100221,2019-09-08 10:09:26:845,0.2834,-0.1243,9.9315,0.0,0.0002,9.8066,-0.0127,-0.015,-0.0028,-10.87,-28.37,7.06,346.91,-83.97,-132.56
974,52.40307,-1.507786,148.79,4.62,4,328.8,23 / 26,100321,2019-09-08 10:09:26:945,0.0548,-0.0248,10.032,-0.0015,0.0004,9.8066,0.014,-0.0055,-0.0014,-11.5,-28.81,7.19,346.91,-83.97,-132.46
975,52.40307,-1.507786,148.79,4.62,4,328.8,23 / 26,100421,2019-09-08 10:09:27:045,0.3409,-0.2494,9.7258,-0.0005,0.0025,9.8065,0.0171,0.0084,0.0102,-11.75,-28.75,6.88,344.1,-83.98,-132.63
976,52.40307,-1.507786,148.79,4.62,4,328.8,23 / 26,100522,2019-09-08 10:09:27:146,0.084,-0.0594,10.0087,0.0016,-0.0017,9.8066,-0.0256,0.008,-0.0113,-11.37,-28.75,6.25,341.19,-83.95,-132.81
977,52.40307,-1.507786,148.79,4.62,4,328.8,23 / 26,100622,2019-09-08 10:09:27:246,0.3046,-0.2687,9.571,-0.0016,0.0013,9.8066,-0.003,-0.0114,-0.0052,-11.06,-28.44,6.88,346.52,-83.95,-132.85
978,52.40307,-1.507786,148.79,4.62,4,328.8,23 / 26,100721,2019-09-08 10:09:27:345,0.0797,0.0677,10.2129,0.0021,-0.0001,9.8065,0.0224,-0.0026,0.0062,-11.56,-28.19,6.38,339.23,-83.96,-132.76
979,52.40307,-1.507786,148.79,4.62,4,328.8,22 / 26,100822,2019-09-08 10:09:27:446,0.3171,-0.3409,9.5451,0.0024,-0.0016,9.8066,-0.0176,0.0087,0.0062,-10.87,-28.81,7.13,346.1,-83.94,-133.07
980,52.40307,-1.507786,148.79,4.62,4,328.8,22 / 26,100921,2019-09-08 10:09:27:545,0.1535,-0.0683,9.8608,0.0021,-0.0007,9.8066,-0.0135,-0.0016,-0.0063,-11.19,-28.25,6.75,346.03,-83.92,-133.21
981,52.40307,-1.507786,148.79,4.62,4,328.8,22 / 26,101022,2019-09-08 10:09:27:646,0.2742,-0.3348,9.6287,0.0004,0.0006,9.8066,0.0048,-0.0188,-0.0024,-11.31,-28.25,6.81,346.07,-83.93,-133.19
982,52.40307,-1.507786,148.79,4.62,4,328.8,22 / 26,101122,2019-09-08 10:09:27:746,0.0278,0.0666,10.1567,-0.0002,0.0008,9.8066,0.0184,0.0138,0.0125,-11.0,-28.5,6.56,346.07,-83.93,-133.19
983,52.40307,-1.507786,148.79,4.62,4,328.8,22 / 26,101221,2019-09-08 10:09:27:845,0.3103,-0.2295,9.611,0.0012,-0.0008,9.8066,-0.0178,0.0117,0.0033,-10.94,-28.81,7.06,345.78,-83.92,-133.3
984,52.40307,-1.507786,148.79,4.62,4,328.8,22 / 26,101321,2019-09-08 10:09:27:945,0.0996,-0.0195,10.1148,0.0,-0.0004,9.8066,-0.0147,-0.004,-0.0147,-11.25,-28.81,7.13,345.74,-83.89,-133.31
985,52.40307,-1.507786,148.79,4.62,4,328.8,22 / 26,101421,2019-09-08 10:09:28:045,0.1538,-0.1986,9.6434,-0.0033,0.0024,9.8066,0.0311,-0.0159,0.0028,-11.0,-28.5,6.94,346.07,-83.92,-133.18
986,52.40307,-1.507786,148.79,4.62,4,328.8,22 / 26,101521,2019-09-08 10:09:28:145,0.1809,-0.115,10.021,0.0006,-0.0015,9.8065,0.0067,0.0183,0.0014,-11.62,-28.44,7.13,343.35,-83.91,-133.31
987,52.40307,-1.507786,148.79,4.62,4,328.8,22 / 26,101621,2019-09-08 10:09:28:245,0.0689,-0.0458,10.0617,0.0012,-0.0001,9.8066,-0.0133,0.0032,0.0049,-11.19,-28.31,7.25,345.61,-83.89,-133.52
988,52.40307,-1.507786,148.79,4.62,4,328.8,22 / 26,101721,2019-09-08 10:09:28:345,0.3683,-0.2884,9.629,0.0,0.0006,9.8066,-0.0064,-0.0112,-0.0085,-11.25,-28.19,7.13,345.54,-83.88,-133.57
989,52.40307,-1.507786,148.79,4.62,4,328.8,22 / 25,101821,2019-09-08 10:09:28:445,0.0552,-0.0154,10.0405,0.0014,0.0003,9.8066,0.013,-0.0054,0.0017,-11.37,-28.25,7.0,345.68,-83.89,-133.47
990,52.40307,-1.507786,148.79,4.62,4,328.8,22 / 25,101922,2019-09-08 10:09:28:546,0.2565,-0.2913,9.5737,0.0006,-0.0015,9.8066,-0.0013,0.0149,0.0099,-11.12,-28.31,7.69,350.2,-83.9,-133.64
991,52.40307,-1.507786,148.79,4.62,4,328.8,22 / 25,102021,2019-09-08 10:09:28:645,0.1598,0.1151,10.1455,-0.0006,-0.0005,9.8066,-0.0165,0.0107,-0.0096,-10.94,-28.56,6.44,339.9,-83.87,-133.73
992,52.40307,-1.507786,148.79,4.62,4,328.8,22 / 25,102121,2019-09-08 10:09:28:745,0.3173,-0.3235,9.5118,-0.0007,0.0004,9.8066,0.0079,-0.0195,0.0028,-11.37,-28.56,7.19,345.29,-83.87,-133.64
993,52.40307,-1.507786,148.79,4.62,4,328.8,22 / 25,102221,2019-09-08 10:09:28:845,0.2629,-0.2722,9.7617,-0.0008,0.0002,9.8066,0.0326,-0.0061,0.0081,-11.5,-28.62,7.75,350.05,-83.86,-133.66
994,52.40307,-1.507786,148.79,4.62,4,328.8,22 / 25,102322,2019-09-08 10:09:28:946,0.0903,0.1043,10.0185,0.0023,-0.0012,9.8066,-0.0027,0.0062,0.018,-11.25,-28.5,7.25,345.35,-83.85,-133.71
995,52.40307,-1.507786,148.79,4.62,4,328.8,22 / 25,102422,2019-09-08 10:09:29:046,0.332,-0.1995,9.693,0.0007,-0.0028,9.8066,-0.0298,0.0042,-0.0037,-11.06,-28.37,7.0,345.15,-83.81,-133.84
996,52.40307,-1.507786,148.79,4.62,4,328.8,22 / 25,102522,2019-09-08 10:09:29:146,0.1546,0.0671,10.2775,-0.0004,0.0005,9.8066,0.0252,-0.023,-0.0086,-10.81,-27.69,6.88,345.32,-83.8,-133.7
997,52.40307,-1.507786,148.79,4.62,4,328.8,22 / 25,102622,2019-09-08 10:09:29:246,0.619,-0.4071,9.4,0.0037,-0.0007,9.8066,0.0485,-0.0075,0.0017,-11.06,-28.0,7.13,345.11,-83.81,-133.86
998,52.40307,-1.507786,148.79,4.62,4,328.8,22 / 25,102722,2019-09-08 10:09:29:346,0.5044,-0.02,10.1856,-0.0001,0.0019,9.8066,0.028,0.0039,0.0239,-11.31,-27.94,6.44,339.4,-83.78,-134.21
999,52.40307,-1.507786,148.79,4.62,4,328.8,22 / 25,102822,2019-09-08 10:09:29:446,0.2188,0.1579,10.4521,0.0024,-0.0011,9.8065,-0.0063,0.0133,-0.0028,-11.62,-28.19,7.13,341.65,-83.74,-134.53
1000,52.40307,-1.507786,148.79,4.62,4,328.8,23 / 26,102921,2019-09-08 10:09:29:545,0.7675,-0.4976,9.6143,-0.0008,0.0012,9.8066,-0.0178,-0.0007,-0.0242,-10.94,-28.31,6.5,343.76,-83.7,-134.84
1001,52.40307,-1.507786,148.79,4.62,4,328.8,23 / 26,103021,2019-09-08 10:09:29:645,0.2935,-0.0665,10.0037,-0.0016,0.003,9.8066,0.0262,0.0116,-0.0026,-10.87,-28.62,6.88,343.55,-83.72,-134.88
1002,52.40307,-1.507786,148.79,4.62,4,328.8,23 / 26,103121,2019-09-08 10:09:29:745,1.1693,-0.6001,9.8534,0.0038,-0.0055,9.8066,-0.0127,0.0101,-0.0179,-11.37,-28.0,6.94,343.48,-83.7,-135.06
1003,52.40307,-1.507786,148.79,4.62,4,328.8,23 / 26,103222,2019-09-08 10:09:29:846,1.0827,-0.2627,10.0432,0.0029,-0.0005,9.8066,-0.0053,0.044,-0.0176,-10.87,-28.37,7.44,342.95,-83.64,-135.42
1004,52.40307,-1.507786,148.79,4.62,4,328.8,23 / 26,103321,2019-09-08 10:09:29:945,1.185,-0.6274,9.965,0.0076,-0.0028,9.8066,0.0063,0.0384,-0.0076,-10.87,-28.25,7.25,341.79,-83.58,-136.26
1005,52.40307,-1.507786,148.79,4.62,4,328.8,23 / 26,103421,2019-09-08 10:09:30:045,2.2393,-1.1508,9.6652,0.0113,-0.0031,9.8066,0.0063,0.0252,-0.0029,-11.31,-28.5,7.44,340.83,-83.52,-136.96
1006,52.40307,-1.507786,148.79,4.62,4,328.8,23 / 26,103522,2019-09-08 10:09:30:146,1.1628,-0.3068,10.0604,0.0066,-0.0003,9.8066,0.0155,0.0415,-0.0345,-10.87,-28.12,7.06,339.76,-83.45,-137.73
1007,52.40307,-1.507786,148.79,4.62,4,328.8,23 / 26,103622,2019-09-08 10:09:30:246,1.4512,-0.7178,9.9483,0.0182,-0.008,9.8066,0.0185,0.0684,-0.0233,-10.75,-28.37,7.44,337.82,-83.33,-139.11
1008,52.40307,-1.507786,148.79,4.62,4,328.8,23 / 26,103721,2019-09-08 10:09:30:345,1.8391,-0.5145,9.9784,0.0055,0.0026,9.8066,0.0572,0.0681,0.0065,-10.69,-28.0,7.25,336.78,-83.3,-139.87
1009,52.40307,-1.507786,148.79,4.62,4,328.8,23 / 26,103821,2019-09-08 10:09:30:445,1.7849,-0.331,9.9104,0.0025,-0.0005,9.8066,0.0043,0.1047,-0.0334,-10.56,-28.5,7.81,340.53,-83.25,-140.75
1010,52.40307,-1.507786,148.79,4.62,4,328.8,23 / 26,103922,2019-09-08 10:09:30:546,1.2777,-0.3713,9.8099,0.0012,0.0036,9.8065,0.031,0.1155,-0.0117,-10.56,-27.94,8.63,344.21,-83.29,-141.38
1011,52.40307,-1.507786,148.79,4.62,4,328.8,23 / 26,104021,2019-09-08 10:09:30:645,2.9702,-1.6586,9.3001,-0.0026,0.0082,9.8066,0.0294,0.1459,-0.0217,-9.81,-28.25,8.56,346.88,-83.29,-141.85
1012,52.40307,-1.507786,148.79,4.62,4,328.8,23 / 26,104122,2019-09-08 10:09:30:746,2.5095,-1.2978,9.9122,0.0123,-0.0175,9.8066,0.0289,0.1366,0.0112,-9.44,-28.06,8.63,349.96,-83.24,-142.38
1013,52.40307,-1.507786,148.79,4.62,4,328.8,23 / 26,104221,2019-09-08 10:09:30:845,2.4431,-1.0438,9.7889,0.0083,-0.0101,9.8066,0.0014,0.1725,-0.0391,-9.87,-27.44,8.63,345.06,-83.0,-143.2
1014,52.40307,-1.507786,148.79,4.62,4,328.8,23 / 26,104322,2019-09-08 10:09:30:946,2.2338,-1.4468,9.668,-0.0003,-0.0041,9.8066,0.0234,0.1834,-0.0414,-10.31,-27.25,9.25,344.32,-82.94,-143.72
1015,52.40307,-1.507786,148.79,4.62,4,328.8,23 / 26,104422,2019-09-08 10:09:31:046,2.323,-1.4889,9.6962,0.0022,0.0084,9.8066,0.0335,0.174,-0.0539,-9.44,-28.25,9.5,351.65,-82.95,-144.18
1016,52.40307,-1.507786,148.79,4.62,4,328.8,23 / 26,104521,2019-09-08 10:09:31:145,1.7246,-0.3007,9.6377,0.0017,0.0145,9.8066,0.0834,0.2054,-0.0787,-9.5,-27.81,9.81,350.56,-83.04,-145.01
1017,52.40307,-1.507786,148.79,4.62,4,328.8,23 / 26,104621,2019-09-08 10:09:31:245,2.1412,-0.515,9.9467,0.0007,0.0077,9.8066,0.0561,0.2162,-0.0006,-9.44,-28.37,10.0,349.64,-83.04,-145.7
1018,52.40307,-1.507786,148.79,4.62,4,328.8,23 / 26,104722,2019-09-08 10:09:31:346,2.1341,-0.4785,9.4124,0.0096,-0.0046,9.8066,-0.0334,0.2619,-0.0214,-8.81,-28.06,10.31,348.01,-83.0,-146.89
1019,52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,104821,2019-09-08 10:09:31:445,2.0765,-0.6317,10.0445,0.0056,-0.0081,9.8066,-0.0328,0.2417,-0.0295,-8.56,-27.62,10.63,351.22,-82.93,-147.3
1020,52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,104922,2019-09-08 10:09:31:546,1.4563,-0.3422,9.8547,0.0016,0.0146,9.8065,-0.0133,0.2399,-0.0617,-9.0,-27.81,12.06,354.04,-82.96,-147.69
1021,52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,105022,2019-09-08 10:09:31:646,1.7742,-0.1894,9.9728,-0.009,0.0055,9.8066,-0.0363,0.2663,-0.0244,-8.37,-28.62,12.13,358.44,-83.03,-147.48
1022,52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,105121,2019-09-08 10:09:31:745,1.645,-0.5113,9.8769,-0.003,0.0065,9.8066,0.0349,0.3179,-0.063,-8.25,-28.44,12.0,358.55,-83.02,-147.4
1023,52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,105221,2019-09-08 10:09:31:845,1.7283,-0.5188,9.8612,0.018,-0.0009,9.8066,0.0587,0.2942,-0.0609,-8.06,-28.44,12.38,357.19,-83.02,-148.44
1024,52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,105321,2019-09-08 10:09:31:945,1.4566,0.0195,10.1974,0.0125,0.0006,9.8066,0.017,0.2746,-0.0419,-8.06,-27.81,13.5,0.53,-83.13,-149.84
1025,52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,105421,2019-09-08 10:09:32:045,2.5454,-0.3448,9.5993,0.0085,0.0156,9.8066,-0.0081,0.3378,-0.0708,-7.25,-27.75,13.44,0.39,-83.3,-151.4
1026,52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,105521,2019-09-08 10:09:32:145,1.8246,-0.2586,10.083,0.0068,0.0014,9.8066,-0.0131,0.3137,-0.0552,-6.75,-28.0,14.5,3.2,-83.44,-152.42
1027,52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,105622,2019-09-08 10:09:32:246,1.9249,-0.7958,9.8541,0.0105,0.0074,9.8066,-0.0022,0.3461,-0.0926,-6.37,-27.75,14.06,4.02,-83.62,-153.63
1028,52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,105722,2019-09-08 10:09:32:346,1.938,-0.3894,9.5225,0.0085,0.001,9.8066,-0.0213,0.3475,-0.0695,-6.37,-28.25,14.69,4.82,-83.59,-154.34
1029,52.403145,-1.507829,148.97,2.09,2,299.53,25 / 27,105822,2019-09-08 10:09:32:446,2.345,-0.2674,9.4916,0.0065,0.0138,9.8065,-0.0148,0.3385,-0.0677,-6.06,-28.19,15.75,4.78,-83.62,-155.56
1030,52.403145,-1.507829,148.97,2.09,2,299.53,25 / 27,105921,2019-09-08 10:09:32:545,2.0568,-0.6368,9.6402,0.0035,0.0097,9.8066,0.0135,0.3591,-0.0894,-5.5,-28.75,16.31,7.42,-83.69,-156.68
1031,52.403145,-1.507829,148.97,2.09,2,299.53,25 / 27,106022,2019-09-08 10:09:32:646,2.0057,-0.6249,10.1077,0.0084,-0.0049,9.8066,0.0003,0.3829,-0.0676,-5.25,-29.25,16.75,7.12,-83.71,-157.81
1032,52.403145,-1.507829,148.97,2.09,2,299.53,25 / 27,106121,2019-09-08 10:09:32:745,2.2248,-0.3504,9.7426,0.0231,0.0001,9.8066,-0.0219,0.3977,-0.0966,-5.31,-28.5,17.5,5.36,-83.7,-160.03
1033,52.403145,-1.507829,148.97,2.09,2,299.53,25 / 27,106221,2019-09-08 10:09:32:845,2.2146,0.0774,9.8356,0.0004,0.0099,9.8066,0.0175,0.3718,-0.0429,-4.87,-28.0,19.44,3.81,-83.93,-162.04
1034,52.403145,-1.507829,148.97,2.09,2,299.53,25 / 27,106322,2019-09-08 10:09:32:946,2.4462,-0.6594,9.8604,0.0159,-0.0005,9.8066,-0.0581,0.3796,-0.0804,-5.75,-28.81,20.31,359.87,-83.93,-163.41
1035,52.403145,-1.507829,148.97,2.09,2,299.53,25 / 27,106422,2019-09-08 10:09:33:046,1.6395,-0.6674,9.9443,0.0004,0.0065,9.8066,-0.042,0.3723,-0.0546,-5.62,-28.0,22.0,0.31,-83.84,-164.48
1036,52.403145,-1.507829,148.97,2.09,2,299.53,25 / 27,106521,2019-09-08 10:09:33:145,2.035,-0.0673,9.7936,0.0056,0.0114,9.8066,-0.0178,0.3632,-0.0469,-5.31,-27.19,22.88,2.14,-83.8,-165.87
1037,52.403145,-1.507829,148.97,2.09,2,299.53,25 / 27,106622,2019-09-08 10:09:33:246,2.1113,-0.6311,9.21,0.0039,0.0017,9.8066,-0.0177,0.3724,-0.057,-5.31,-26.25,23.69,1.46,-83.74,-166.95
1038,52.403145,-1.507829,148.97,2.09,2,299.53,25 / 27,106722,2019-09-08 10:09:33:346,1.3394,-0.7085,9.7205,0.0083,0.0092,9.8066,0.0099,0.3392,-0.0488,-5.87,-25.31,23.63,358.34,-83.77,-167.43
1039,52.403145,-1.507829,148.97,2.09,2,299.53,25 / 28,106822,2019-09-08 10:09:33:446,1.8277,0.5154,10.119,0.0101,0.0005,9.8066,0.0679,0.3226,-0.0562,-5.44,-25.06,24.13,358.76,-83.81,-169.33
1040,52.403145,-1.507829,148.97,2.09,2,299.53,25 / 28,106921,2019-09-08 10:09:33:545,1.3341,-0.0182,9.7574,0.0051,-0.0034,9.8066,-0.0118,0.2513,-0.0201,-6.19,-24.87,24.81,356.59,-83.87,-169.54
1041,52.403145,-1.507829,148.97,2.09,2,299.53,25 / 28,107021,2019-09-08 10:09:33:645,1.0344,-0.0552,9.8674,0.0,0.0093,9.8066,0.0124,0.2676,-0.0618,-6.5,-24.5,23.5,355.42,-83.91,-170.05
1042,52.403145,-1.507829,148.97,2.09,2,299.53,25 / 28,107121,2019-09-08 10:09:33:745,1.2273,-1.2214,9.44,0.0074,-0.0055,9.8066,-0.0516,0.2525,-0.0141,-5.37,-23.87,23.75,357.04,-83.86,-170.86
1043,52.403145,-1.507829,148.97,2.09,2,299.53,25 / 28,107221,2019-09-08 10:09:33:845,0.5248,-0.137,9.6418,0.002,0.0124,9.8066,-0.0568,0.1741,-0.0045,-5.87,-24.12,24.0,354.06,-83.84,-171.25
1044,52.403145,-1.507829,148.97,2.09,2,299.53,25 / 28,107321,2019-09-08 10:09:33:945,0.2219,-0.5729,10.1153,-0.0041,0.0223,9.8065,-0.0077,0.2115,-0.0419,-5.87,-25.0,23.44,352.73,-83.88,-171.79
1045,52.403145,-1.507829,148.97,2.09,2,299.53,25 / 28,107421,2019-09-08 10:09:34:045,1.1419,-0.8714,9.938,0.0001,0.0001,9.8066,-0.0811,0.1444,0.004,-5.12,-25.56,23.13,355.92,-83.85,-171.31
1046,52.403145,-1.507829,148.97,2.09,2,299.53,25 / 28,107522,2019-09-08 10:09:34:146,0.5976,-0.4886,9.4412,-0.0147,0.0068,9.8066,0.0611,0.0483,0.0424,-5.5,-26.62,23.13,357.09,-83.88,-170.27
1047,52.403145,-1.507829,148.97,2.09,2,299.53,25 / 28,107622,2019-09-08 10:09:34:246,0.2039,-1.038,9.9918,-0.0001,-0.0167,9.8066,0.0498,0.1117,-0.0657,-5.44,-27.56,23.19,358.02,-83.93,-169.45
1048,52.403145,-1.507829,148.97,2.09,2,299.53,25 / 28,107721,2019-09-08 10:09:34:345,-0.5178,-1.1079,9.9598,0.0057,-0.0181,9.8065,-0.0196,0.0651,-0.0227,-4.62,-27.62,23.75,359.19,-83.83,-168.94
1049,52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,107822,2019-09-08 10:09:34:446,-0.6062,-0.888,9.6187,-0.0129,0.0098,9.8066,0.0007,-0.015,0.066,-5.37,-29.0,24.38,1.07,-83.9,-167.3
1050,52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,107922,2019-09-08 10:09:34:546,-0.3379,0.2001,10.2237,-0.0046,-0.0035,9.8066,0.0945,-0.0665,0.0635,-5.06,-29.0,24.88,2.23,-83.82,-166.75
1051,52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,108021,2019-09-08 10:09:34:645,-1.0718,-1.36,9.7879,-0.0019,-0.0292,9.8065,0.0371,-0.0604,0.0041,-5.25,-28.69,26.06,3.1,-83.8,-166.4
1052,52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,108121,2019-09-08 10:09:34:745,-1.0357,-0.8108,9.794,-0.0074,-0.0142,9.8066,0.0773,-0.128,0.0457,-5.69,-28.19,26.56,2.03,-83.61,-165.68
1053,52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,108221,2019-09-08 10:09:34:845,-1.6474,-1.0188,9.5416,-0.0099,-0.0054,9.8066,0.025,-0.1052,0.0257,-5.31,-27.44,27.25,4.81,-83.54,-165.26
1054,52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,108321,2019-09-08 10:09:34:945,-1.3241,0.1137,9.8041,-0.0111,0.0143,9.8066,0.0292,-0.1719,0.0722,-5.87,-27.75,27.0,4.04,-83.5,-163.92
1055,52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,108421,2019-09-08 10:09:35:045,-1.7864,-1.4149,9.955,-0.0007,-0.015,9.8066,-0.0072,-0.1891,0.0526,-4.87,-27.06,26.63,6.0,-83.29,-164.23
1056,52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,108522,2019-09-08 10:09:35:146,-1.4505,-1.1566,10.0181,-0.0147,-0.0073,9.8066,-0.031,-0.2384,0.0547,-5.31,-27.31,26.25,6.77,-83.17,-163.21
1057,52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,108622,2019-09-08 10:09:35:246,-2.7048,-1.1761,10.2849,-0.0089,0.0002,9.8066,-0.0482,-0.2592,0.0484,-5.19,-26.94,25.56,8.21,-83.03,-161.98
1058,52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,108722,2019-09-08 10:09:35:346,-2.8237,-0.6064,9.593,0.0039,0.0048,9.8066,-0.0167,-0.2457,0.0072,-5.31,-26.37,25.38,7.76,-83.03,-161.95
1059,52.403145,-1.507829,148.97,2.09,2,299.53,24 / 27,108821,2019-09-08 10:09:35:445,-1.9146,-0.4113,9.9302,0.013,0.0104,9.8066,-0.0496,-0.2068,-0.0487,-4.81,-27.0,24.06,5.77,-83.17,-163.26
1060,52.403145,-1.507829,148.97,2.09,2,299.53,24 / 27,108922,2019-09-08 10:09:35:546,-2.4058,0.2145,10.1812,0.0167,0.0021,9.8066,0.0121,-0.2695,-0.0182,-3.81,-27.06,23.81,6.63,-83.3,-164.81
1061,52.403145,-1.507829,148.97,2.09,2,299.53,24 / 27,109021,2019-09-08 10:09:35:645,-2.751,0.0234,10.4628,0.023,-0.0118,9.8066,0.032,-0.3052,-0.0335,-4.5,-26.56,22.69,3.93,-83.18,-166.77
1062,52.403145,-1.507829,148.97,2.09,2,299.53,24 / 27,109122,2019-09-08 10:09:35:746,-3.0979,-0.4579,9.805,0.0247,-0.0226,9.8065,0.0815,-0.2983,-0.0711,-3.75,-26.5,22.13,0.76,-83.0,-169.05
1063,52.403145,-1.507829,148.97,2.09,2,299.53,24 / 27,109221,2019-09-08 10:09:35:845,-2.7196,-1.0013,9.0397,0.0189,-0.0075,9.8066,0.0632,-0.3268,-0.0264,-3.06,-26.81,22.44,0.7,-82.94,-171.64
1064,52.403145,-1.507829,148.97,2.09,2,299.53,24 / 27,109321,2019-09-08 10:09:35:945,-2.3708,-0.7655,9.1374,0.0001,-0.0025,9.8066,-0.1619,-0.3169,0.0723,-3.44,-26.62,21.69,359.02,-82.98,-173.07
1065,52.403145,-1.507829,148.97,2.09,2,299.53,24 / 27,109422,2019-09-08 10:09:36:046,-2.4679,-0.4126,9.7507,-0.0151,0.0537,9.8064,-0.1876,-0.2948,0.0589,-3.37,-26.5,20.31,358.79,-83.16,-172.48
1066,52.403145,-1.507829,148.97,2.09,2,299.53,24 / 27,109521,2019-09-08 10:09:36:145,-1.901,-0.1497,9.2984,-0.002,0.0334,9.8065,0.1046,-0.3993,0.0777,-3.19,-26.69,19.13,359.57,-83.57,-171.38
1067,52.403145,-1.507829,148.97,2.09,2,299.53,24 / 27,109621,2019-09-08 10:09:36:245,-3.0282,-1.2781,9.7067,-0.0105,-0.0254,9.8065,0.1166,-0.4046,0.0809,-2.62,-26.5,19.0,0.31,-83.31,-170.77
1068,52.403145,-1.507829,148.97,2.09,2,299.53,24 / 27,109722,2019-09-08 10:09:36:346,-3.2686,-1.9937,9.792,-0.0107,-0.036,9.8065,-0.1137,-0.3041,0.0053,-3.62,-27.56,17.94,356.97,-83.02,-169.92
1069,52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,109822,2019-09-08 10:09:36:446,-1.8567,-1.3973,9.552,0.0091,0.0443,9.8065,-0.1761,-0.3475,0.0302,-3.62,-26.81,17.88,358.0,-82.88,-169.09
1070,52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,109922,2019-09-08 10:09:36:546,-3.4737,-0.17,9.4597,-0.0264,0.0323,9.8065,0.1362,-0.3114,0.0656,-3.62,-27.5,17.19,358.07,-83.21,-168.32
1071,52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,110021,2019-09-08 10:09:36:645,-2.0408,-0.9775,9.7301,-0.0169,0.0139,9.8065,0.0701,-0.3242,0.0349,-3.69,-27.06,16.88,359.17,-83.17,-167.43
1072,52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,110121,2019-09-08 10:09:36:745,-2.9284,-0.8858,9.2907,-0.0061,-0.0069,9.8066,-0.1111,-0.356,0.0516,-3.69,-27.75,16.19,359.07,-83.1,-166.7
1073,52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,110222,2019-09-08 10:09:36:846,-1.9982,0.3018,10.2759,-0.0103,-0.0461,9.8065,-0.162,-0.2424,-0.0265,-4.5,-27.37,14.31,358.92,-82.84,-164.88
1074,52.403145,-1.507829,148.97,2.09,2,299.53,26 / 28,110322,2019-09-08 10:09:36:946,-2.618,-1.1995,10.2681,-0.0001,-0.0178,9.8066,0.0721,-0.3272,0.0565,-4.31,-27.94,14.63,359.81,-82.75,-165.21
