,GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°)
19910,52.443314,-1.52471,165.56,6.87,3.0,79.36,24 / 24,1995227,2019-09-07 09:46:40:506,1.5066,0.7108,9.8893,0.0083,0.0039,9.8066,0.0549,-0.0066,-0.0891,-27.94,-32.75,8.44,304.83,-80.77,-152.11
19911,52.443314,-1.52471,165.56,6.87,3.0,79.36,24 / 24,1995327,2019-09-07 09:46:40:606,-0.3995,0.16,10.0416,-0.0128,0.006,9.8066,0.0937,-0.0554,-0.0654,-28.81,-32.56,8.44,304.27,-80.85,-152.44
19912,52.443314,-1.52471,165.56,6.87,3.0,79.36,24 / 24,1995427,2019-09-07 09:46:40:706,-0.4669,0.0544,10.603,0.0021,-0.0202,9.8065,0.0281,-0.0101,0.0156,-28.56,-32.62,8.38,304.64,-80.9,-152.16
19913,52.443314,-1.52471,165.56,6.87,3.0,79.36,24 / 24,1995527,2019-09-07 09:46:40:806,0.2454,1.112,10.2206,0.0059,-0.0041,9.8066,0.0794,-0.0073,0.0581,-28.62,-32.62,8.69,307.52,-80.73,-151.31
19914,52.443314,-1.52471,165.56,6.87,3.0,79.36,24 / 24,1995627,2019-09-07 09:46:40:906,0.2692,0.0416,9.6754,0.0488,-0.0106,9.8065,-0.0573,-0.0102,0.05,-29.62,-32.69,8.75,305.34,-80.27,-152.53
19915,52.443314,-1.52471,165.56,6.87,3.0,79.36,24 / 24,1995727,2019-09-07 09:46:41:006,0.6201,-0.242,8.7876,0.0255,0.0062,9.8066,-0.0523,-0.0779,0.0553,-29.19,-32.75,8.5,305.23,-80.21,-152.85
19916,52.443314,-1.52471,165.56,6.87,3.0,79.36,24 / 24,1995827,2019-09-07 09:46:41:106,-0.5897,1.3355,10.0037,-0.0286,0.0015,9.8065,0.0668,0.0746,-0.0793,-29.5,-32.75,8.06,303.46,-80.23,-152.55
19917,52.443314,-1.52471,165.56,6.87,3.0,79.36,24 / 24,1995927,2019-09-07 09:46:41:206,-0.4266,-0.1952,10.3698,-0.0268,-0.0061,9.8065,0.0682,-0.0034,0.0386,-28.81,-32.69,8.19,305.03,-80.52,-151.44
19918,52.443314,-1.52471,165.56,6.87,3.0,79.36,24 / 24,1996027,2019-09-07 09:46:41:306,-1.0618,1.4321,9.3144,-0.0021,0.0171,9.8065,0.0404,-0.0664,0.0683,-30.06,-32.25,7.81,305.37,-80.73,-151.36
19919,52.443314,-1.52471,165.56,6.87,3.0,79.36,24 / 24,1996129,2019-09-07 09:46:41:408,-0.2543,1.2659,9.2589,0.0069,0.0027,9.8065,-0.0053,0.017,-0.0495,-29.62,-33.25,7.81,304.51,-80.82,-151.97
19920,52.443314,-1.52471,165.56,6.87,3.0,79.36,24 / 24,1996227,2019-09-07 09:46:41:506,-0.5981,-0.5908,10.1122,0.0154,-0.017,9.8065,-0.0764,-0.0096,0.0274,-29.62,-32.94,7.75,304.59,-80.72,-151.8
19921,52.443314,-1.52471,165.56,6.87,3.0,79.36,24 / 24,1996327,2019-09-07 09:46:41:606,0.4995,0.8392,9.2026,-0.0018,0.0115,9.8066,0.0722,0.0871,-0.0526,-29.31,-32.37,7.5,305.85,-80.8,-151.23
19922,52.443314,-1.52471,165.56,6.87,3.0,79.36,24 / 24,1996427,2019-09-07 09:46:41:706,-0.6612,0.695,8.8427,0.0102,0.006,9.8066,-0.1194,0.018,-0.0283,-28.87,-32.69,7.25,302.86,-80.78,-151.73
19923,52.443314,-1.52471,165.56,6.87,3.0,79.36,24 / 24,1996527,2019-09-07 09:46:41:806,-0.4876,0.0236,8.7209,-0.0364,0.0052,9.8066,-0.3008,-0.0206,0.0648,-29.56,-32.69,6.69,302.77,-80.99,-151.85
19924,52.443314,-1.52471,165.56,6.87,3.0,79.36,24 / 24,1996627,2019-09-07 09:46:41:906,-2.3274,0.7323,9.1811,0.0871,-0.0168,9.8062,-0.1056,0.0701,0.1005,-30.62,-32.81,5.88,300.23,-80.66,-151.88
19925,52.443314,-1.52471,165.56,6.87,3.0,79.36,24 / 24,1996728,2019-09-07 09:46:42:007,-0.2751,0.0438,8.4875,-0.1292,0.02,9.8057,-0.2726,0.0597,0.0495,-31.0,-32.25,6.31,299.56,-80.5,-152.6
19926,52.443314,-1.52471,165.56,6.87,3.0,79.36,24 / 24,1996828,2019-09-07 09:46:42:107,-1.8426,-0.4441,9.0441,-0.0194,0.0189,9.8066,0.2488,-0.1149,0.038,-32.0,-32.81,6.94,300.16,-80.87,-153.84
19927,52.443314,-1.52471,165.56,6.87,3.0,79.36,24 / 24,1996927,2019-09-07 09:46:42:206,-0.731,1.475,8.8656,-0.0351,0.0145,9.8065,-0.175,0.196,-0.1014,-31.94,-32.81,7.06,299.18,-80.58,-154.46
19928,52.443314,-1.52471,165.56,6.87,3.0,79.36,24 / 24,1997027,2019-09-07 09:46:42:306,-0.4444,-0.4052,10.1647,-0.0059,-0.0141,9.8065,-0.1338,0.1199,-0.0213,-30.44,-32.31,8.94,304.5,-80.62,-153.87
19929,52.443314,-1.52471,165.56,6.87,3.0,79.36,23 / 23,1997127,2019-09-07 09:46:42:406,-1.6926,-0.1199,10.7812,0.036,0.0121,9.8065,-0.0612,0.0089,-0.0429,-29.44,-32.0,9.13,304.75,-80.89,-154.2
19930,52.443314,-1.52471,165.56,6.87,3.0,79.36,23 / 23,1997227,2019-09-07 09:46:42:506,-0.4357,2.5728,9.0911,0.018,0.0045,9.8066,0.0169,-0.205,0.0349,-27.75,-32.69,6.63,298.25,-80.79,-156.1
19931,52.443314,-1.52471,165.56,6.87,3.0,79.36,23 / 23,1997327,2019-09-07 09:46:42:606,-1.0709,-0.5368,9.9348,-0.0153,-0.0024,9.8066,-0.0961,0.081,-0.2191,-30.0,-32.94,5.81,294.79,-80.79,-157.13
19932,52.443314,-1.52471,165.56,6.87,3.0,79.36,23 / 23,1997427,2019-09-07 09:46:42:706,0.0091,1.2325,9.7879,0.03,0.0006,9.8065,-0.1858,0.1037,-0.051,-31.19,-32.62,7.38,296.16,-80.84,-157.64
19933,52.443314,-1.52471,165.56,6.87,3.0,79.36,23 / 23,1997527,2019-09-07 09:46:42:806,-0.2955,-0.0741,9.6385,0.0068,-0.0054,9.8066,-0.0578,-0.0177,0.1063,-32.87,-31.87,10.19,303.17,-80.9,-156.23
19934,52.443314,-1.52471,165.56,6.87,3.0,79.36,23 / 23,1997627,2019-09-07 09:46:42:906,-0.7176,0.588,9.5691,0.004,-0.0249,9.8066,-0.0061,-0.0049,0.0236,-30.81,-31.25,10.44,305.48,-80.92,-154.97
19935,52.443314,-1.52471,165.56,6.87,3.0,79.36,23 / 23,1997727,2019-09-07 09:46:43:006,-0.3024,1.921,9.1396,-0.0098,0.0102,9.8066,-0.0874,0.013,-0.0288,-30.06,-31.31,9.94,305.0,-81.01,-155.84
19936,52.443314,-1.52471,165.56,6.87,3.0,79.36,23 / 23,1997827,2019-09-07 09:46:43:106,-1.5286,1.1066,9.7403,0.0164,-0.0123,9.8066,0.0818,-0.0767,0.1084,-29.06,-31.62,8.5,303.09,-81.06,-155.87
19937,52.443314,-1.52471,165.56,6.87,3.0,79.36,23 / 23,1997928,2019-09-07 09:46:43:207,-0.8956,0.1982,10.3909,0.0003,0.0006,9.8066,0.1426,-0.0231,0.0265,-29.37,-31.87,8.19,302.1,-81.08,-154.9
19938,52.443314,-1.52471,165.56,6.87,3.0,79.36,23 / 23,1998028,2019-09-07 09:46:43:307,-0.6457,2.3147,9.6974,0.0116,-0.0009,9.8066,-0.0986,0.042,-0.0774,-29.31,-32.12,7.56,301.29,-80.96,-155.52
19939,52.443314,-1.52471,165.56,6.87,3.0,79.36,23 / 23,1998127,2019-09-07 09:46:43:406,0.1915,-0.6137,9.6003,-0.0168,-0.0058,9.8066,-0.1136,-0.0977,0.0371,-29.44,-32.44,7.5,300.73,-80.78,-155.86
19940,52.443314,-1.52471,165.56,6.87,3.0,79.36,23 / 23,1998227,2019-09-07 09:46:43:506,-0.2391,-0.3493,8.7897,-0.0199,0.0012,9.8066,0.0933,-0.0462,0.0143,-29.56,-31.69,7.88,299.99,-80.7,-156.24
19941,52.443314,-1.52471,165.56,6.87,3.0,79.36,23 / 23,1998327,2019-09-07 09:46:43:606,-0.5743,1.7823,7.9819,-0.0066,0.0169,9.8065,-0.0081,0.1414,-0.2297,-30.37,-31.06,7.44,298.64,-80.71,-155.9
19942,52.443314,-1.52471,165.56,6.87,3.0,79.36,23 / 23,1998427,2019-09-07 09:46:43:706,-3.3673,0.2939,10.57,-0.0178,-0.0145,9.8066,0.2325,-0.0408,0.0099,-31.12,-29.44,6.0,299.4,-81.18,-154.15
19943,52.443314,-1.52471,165.56,6.87,3.0,79.36,23 / 23,1998527,2019-09-07 09:46:43:806,-1.787,-1.6736,11.1533,-0.0127,-0.0092,9.8065,0.2069,0.0422,0.0064,-31.31,-28.69,5.63,302.91,-81.31,-150.99
19944,52.443314,-1.52471,165.56,6.87,3.0,79.36,23 / 23,1998627,2019-09-07 09:46:43:906,-0.3546,1.734,8.8415,0.0428,0.0256,9.8065,-0.0587,0.0499,-0.0794,-33.56,-26.69,6.56,302.9,-81.32,-152.73
19945,52.443314,-1.52471,165.56,6.87,3.0,79.36,23 / 23,1998727,2019-09-07 09:46:44:006,-4.5633,-0.9623,10.003,-0.0463,0.0,9.8065,-0.1281,-0.2456,0.2321,-32.44,-25.62,7.69,302.43,-80.94,-155.21
19946,52.443314,-1.52471,165.56,6.87,3.0,79.36,23 / 23,1998827,2019-09-07 09:46:44:106,-0.3428,0.7305,9.921,-0.0842,0.0195,9.8062,0.1726,-0.1316,0.009,-32.06,-25.44,8.63,302.59,-80.78,-156.9
19947,52.443314,-1.52471,165.56,6.87,3.0,79.36,23 / 23,1998927,2019-09-07 09:46:44:206,-0.2452,0.8462,9.9999,0.0528,0.0017,9.8064,0.1563,0.1422,-0.2168,-30.25,-26.37,8.88,302.35,-80.87,-157.57
19948,52.443314,-1.52471,165.56,6.87,3.0,79.36,23 / 23,1999028,2019-09-07 09:46:44:307,-0.2225,-0.6886,10.0215,0.0256,0.016,9.8065,-0.1335,0.0536,0.0102,-29.31,-28.44,8.44,299.41,-80.83,-158.2
19949,52.443314,-1.52471,165.56,6.87,3.0,79.36,22 / 22,1999128,2019-09-07 09:46:44:407,-0.8086,0.3653,11.1308,0.0086,-0.018,9.8066,0.1018,0.0137,0.1215,-28.5,-29.62,7.5,300.7,-81.02,-156.91
19950,52.443314,-1.52471,165.56,6.87,3.0,79.36,22 / 22,1999227,2019-09-07 09:46:44:506,-2.2914,0.0691,9.8935,0.0272,-0.0043,9.8066,-0.2084,-0.0094,0.0311,-29.06,-30.56,7.44,299.13,-80.87,-155.77
19951,52.443314,-1.52471,165.56,6.87,3.0,79.36,22 / 22,1999327,2019-09-07 09:46:44:606,-0.0028,1.4704,9.8512,-0.0138,-0.0032,9.8066,-0.0924,0.1185,-0.0495,-28.37,-30.0,7.25,299.71,-81.05,-155.88
19952,52.443314,-1.52471,165.56,6.87,3.0,79.36,22 / 22,1999427,2019-09-07 09:46:44:706,-0.7469,0.4659,10.3797,0.0109,-0.0144,9.8066,-0.188,0.0052,0.0846,-28.69,-30.19,7.44,300.87,-81.0,-154.56
19953,52.443314,-1.52471,165.56,6.87,3.0,79.36,22 / 22,1999527,2019-09-07 09:46:44:806,-1.8534,4.2866,8.8865,-0.0147,0.0324,9.8065,-0.1883,0.1172,-0.048,-28.56,-30.5,7.81,304.22,-81.22,-153.6
19954,52.443314,-1.52471,165.56,6.87,3.0,79.36,22 / 22,1999627,2019-09-07 09:46:44:906,-1.8991,0.7972,10.1851,0.0169,0.016,9.8066,0.0123,-0.0052,-0.1753,-30.19,-31.0,6.81,299.65,-81.41,-155.64
19955,52.443314,-1.52471,165.56,6.87,3.0,79.36,22 / 22,1999727,2019-09-07 09:46:45:006,-1.3669,-1.306,11.1277,0.0488,-0.0255,9.8064,0.2899,-0.0907,0.0108,-29.12,-31.81,7.56,302.13,-81.36,-155.15
19956,52.443314,-1.52471,165.56,6.87,3.0,79.36,22 / 22,1999827,2019-09-07 09:46:45:106,1.1236,-0.7149,9.6114,0.0464,-0.0058,9.8065,-0.165,-0.1027,0.1945,-29.37,-32.0,7.38,298.24,-80.83,-156.27
19957,52.443314,-1.52471,165.56,6.87,3.0,79.36,22 / 22,1999927,2019-09-07 09:46:45:206,-0.4652,-0.5082,8.6084,-0.0331,0.011,9.8066,-0.2363,-0.0034,0.0639,-28.69,-32.44,7.5,299.33,-80.69,-157.06
19958,52.443314,-1.52471,165.56,6.87,3.0,79.36,22 / 22,2000027,2019-09-07 09:46:45:306,1.1626,-0.4584,9.8037,-0.0389,0.0086,9.8065,0.1212,0.0166,-0.0301,-29.31,-32.69,8.0,299.44,-80.82,-156.81
19959,52.443314,-1.52471,165.56,6.87,3.0,79.36,24 / 24,2000127,2019-09-07 09:46:45:406,-1.3097,-0.4012,11.2397,-0.0154,0.023,9.8065,0.0223,0.036,-0.1023,-28.87,-32.94,7.69,299.83,-81.01,-156.65
19960,52.443314,-1.52471,165.56,6.87,3.0,79.36,24 / 24,2000227,2019-09-07 09:46:45:506,-1.112,-0.6914,10.8578,-0.0302,0.0012,9.8065,0.1354,-0.0672,0.0374,-28.25,-32.25,7.63,301.18,-81.26,-156.19
19961,52.443314,-1.52471,165.56,6.87,3.0,79.36,24 / 24,2000328,2019-09-07 09:46:45:607,0.0114,-0.1313,9.8016,0.0622,-0.0095,9.8064,0.3422,-0.0201,0.0229,-28.87,-32.25,8.19,300.05,-81.14,-156.85
19962,52.443314,-1.52471,165.56,6.87,3.0,79.36,24 / 24,2000427,2019-09-07 09:46:45:706,0.9825,-1.5897,10.6122,-0.0044,0.0389,9.8065,0.1304,0.0704,-0.1626,-28.06,-31.94,8.0,297.25,-80.9,-159.42
19963,52.443314,-1.52471,165.56,6.87,3.0,79.36,24 / 24,2000527,2019-09-07 09:46:45:806,-0.0395,-1.8133,10.3682,0.0375,-0.0255,9.8065,-0.0047,-0.1634,0.0734,-28.06,-30.87,7.75,298.45,-80.79,-158.48
19964,52.443314,-1.52471,165.56,6.87,3.0,79.36,24 / 24,2000627,2019-09-07 09:46:45:906,-0.8318,0.8489,10.06,-0.0049,-0.0183,9.8066,-0.0968,-0.1722,0.0969,-27.87,-30.06,7.69,301.3,-81.21,-156.55
19965,52.443314,-1.52471,165.56,6.87,3.0,79.36,24 / 24,2000727,2019-09-07 09:46:46:006,-1.0938,1.3151,11.2598,-0.0117,0.0262,9.8065,0.0556,0.0695,-0.1821,-28.0,-28.75,7.25,299.24,-81.63,-157.14
19966,52.443314,-1.52471,165.56,6.87,3.0,79.36,24 / 24,2000827,2019-09-07 09:46:46:106,-2.0881,-1.2359,10.1991,0.0294,0.0012,9.8065,-0.0946,0.039,-0.0878,-27.94,-28.25,7.44,297.71,-81.5,-158.71
19967,52.443314,-1.52471,165.56,6.87,3.0,79.36,24 / 24,2000928,2019-09-07 09:46:46:207,2.0281,4.4563,8.2585,0.062,0.0198,9.8064,0.0989,0.2472,-0.1715,-30.0,-28.56,7.25,295.23,-81.3,-160.17
19968,52.443314,-1.52471,165.56,6.87,3.0,79.36,24 / 24,2001028,2019-09-07 09:46:46:307,-1.7177,3.6102,11.6093,0.0168,-0.0147,9.8066,0.0326,-0.127,0.2751,-30.12,-29.87,8.13,296.09,-80.86,-160.54
19969,52.44351,-1.523656,164.86,8.68,2.0,72.39,23 / 23,2001127,2019-09-07 09:46:46:406,-0.9211,-1.3791,12.6401,0.0545,0.0195,9.8064,0.4588,-0.1897,0.3501,-30.62,-30.62,9.06,301.09,-81.06,-157.37
19970,52.44351,-1.523656,164.86,8.68,2.0,72.39,23 / 23,2001227,2019-09-07 09:46:46:506,-0.2728,0.0015,9.6436,0.0069,0.0283,9.8065,-0.6132,0.0072,0.0158,-30.31,-30.5,8.38,298.7,-80.98,-158.23
19971,52.44351,-1.523656,164.86,8.68,2.0,72.39,23 / 23,2001327,2019-09-07 09:46:46:606,-3.2417,-2.5404,7.0508,0.0924,-0.0288,9.8061,-0.2516,0.2305,-0.2728,-30.12,-31.06,8.5,298.34,-80.74,-159.9
19972,52.44351,-1.523656,164.86,8.68,2.0,72.39,23 / 23,2001427,2019-09-07 09:46:46:706,-0.0759,1.3068,8.8948,0.015,-0.0207,9.8065,-0.2008,0.0255,0.1788,-28.94,-29.62,8.94,298.04,-80.56,-160.56
19973,52.44351,-1.523656,164.86,8.68,2.0,72.39,23 / 23,2001527,2019-09-07 09:46:46:806,-1.3799,-3.2188,9.8465,0.0358,0.0221,9.8065,-0.3744,-0.122,0.2165,-28.44,-29.62,7.63,296.35,-80.67,-160.59
19974,52.44351,-1.523656,164.86,8.68,2.0,72.39,23 / 23,2001627,2019-09-07 09:46:46:906,-0.629,0.1106,10.2278,-0.0382,-0.008,9.8065,0.0885,-0.1618,-0.0773,-28.94,-30.37,7.19,296.24,-81.03,-158.89
19975,52.44351,-1.523656,164.86,8.68,2.0,72.39,23 / 23,2001727,2019-09-07 09:46:47:006,0.9388,1.6347,9.2404,-0.0696,-0.0064,9.8063,0.1032,0.0208,-0.2081,-28.87,-30.56,6.75,299.02,-81.39,-156.39
19976,52.44351,-1.523656,164.86,8.68,2.0,72.39,23 / 23,2001827,2019-09-07 09:46:47:106,-0.1699,0.6359,9.2496,0.0103,-0.0143,9.8066,-0.1717,-0.0032,0.0498,-28.87,-30.44,6.56,300.0,-81.43,-155.77
19977,52.44351,-1.523656,164.86,8.68,2.0,72.39,23 / 23,2001927,2019-09-07 09:46:47:206,-0.7436,-1.1257,10.7082,0.0187,-0.0243,9.8065,-0.2216,0.0124,-0.004,-29.37,-31.62,5.81,299.03,-81.26,-154.05
19978,52.44351,-1.523656,164.86,8.68,2.0,72.39,23 / 23,2002027,2019-09-07 09:46:47:306,-0.2905,1.4638,10.6772,0.006,-0.0111,9.8066,0.2619,0.0332,0.0193,-31.37,-31.12,5.19,297.12,-81.43,-154.18
19979,52.44351,-1.523656,164.86,8.68,2.0,72.39,24 / 24,2002128,2019-09-07 09:46:47:407,0.2837,-2.263,9.5956,-0.0176,0.0089,9.8065,0.2488,-0.1852,0.2218,-33.69,-30.75,6.44,299.12,-81.37,-153.79
19980,52.44351,-1.523656,164.86,8.68,2.0,72.39,24 / 24,2002227,2019-09-07 09:46:47:506,-0.744,-1.022,11.4633,0.0633,-0.0013,9.8064,-0.0063,0.007,-0.0246,-34.25,-30.19,8.38,303.38,-81.23,-153.22
19981,52.44351,-1.523656,164.86,8.68,2.0,72.39,24 / 24,2002327,2019-09-07 09:46:47:606,1.0561,1.172,10.9407,0.0479,-0.0306,9.8065,0.1833,0.1498,-0.331,-31.56,-30.25,10.19,305.71,-80.88,-154.63
19982,52.44351,-1.523656,164.86,8.68,2.0,72.39,24 / 24,2002427,2019-09-07 09:46:47:706,-0.3064,1.2429,9.7884,0.0643,-0.0162,9.8063,-0.2008,-0.0084,0.1142,-30.44,-30.06,10.13,304.87,-81.25,-156.4
19983,52.44351,-1.523656,164.86,8.68,2.0,72.39,24 / 24,2002527,2019-09-07 09:46:47:806,-0.8019,-0.8451,11.493,0.1073,-0.041,9.806,-0.1488,-0.0541,0.035,-29.12,-30.62,9.63,303.25,-80.37,-157.19
19984,52.44351,-1.523656,164.86,8.68,2.0,72.39,24 / 24,2002627,2019-09-07 09:46:47:906,0.5496,0.6999,8.764,-0.0474,0.0481,9.8063,0.0099,0.0086,-0.1018,-30.31,-31.87,8.31,298.42,-80.73,-157.71
19985,52.44351,-1.523656,164.86,8.68,2.0,72.39,24 / 24,2002727,2019-09-07 09:46:48:006,-0.9465,0.4513,8.2715,-0.0256,0.0258,9.8065,-0.0444,0.0123,-0.0072,-29.87,-32.0,7.56,297.1,-80.83,-159.04
19986,52.44351,-1.523656,164.86,8.68,2.0,72.39,24 / 24,2002827,2019-09-07 09:46:48:106,-0.6464,1.1193,8.9205,-0.0636,0.0207,9.8064,-0.0735,-0.0269,0.0448,-31.0,-31.87,7.75,295.79,-80.95,-160.18
19987,52.44351,-1.523656,164.86,8.68,2.0,72.39,24 / 24,2002927,2019-09-07 09:46:48:206,-1.9937,0.727,9.614,-0.0598,0.016,9.8064,-0.0737,-0.015,0.0617,-30.44,-31.25,8.06,298.17,-81.73,-159.18
19988,52.44351,-1.523656,164.86,8.68,2.0,72.39,24 / 24,2003027,2019-09-07 09:46:48:306,-2.7414,1.355,10.3508,-0.0367,0.0072,9.8065,0.2101,0.0373,-0.0183,-30.56,-31.81,7.75,298.08,-81.71,-158.77
19989,52.44351,-1.523656,164.86,8.68,2.0,72.39,23 / 24,2003130,2019-09-07 09:46:48:409,-1.1534,1.4265,10.5093,-0.0344,0.0041,9.8066,0.1766,0.0609,-0.0084,-30.0,-31.75,8.44,298.96,-81.95,-158.43
19990,52.44351,-1.523656,164.86,8.68,2.0,72.39,23 / 24,2003227,2019-09-07 09:46:48:506,-0.4804,1.0735,9.727,0.0386,-0.0217,9.8065,-0.0208,0.0324,0.0004,-29.44,-31.81,8.31,299.56,-81.63,-157.79
19991,52.44351,-1.523656,164.86,8.68,2.0,72.39,23 / 24,2003327,2019-09-07 09:46:48:606,-0.5582,-0.2302,9.112,0.0037,-0.0321,9.8065,-0.0717,0.0176,0.09,-29.37,-32.06,8.25,300.83,-81.31,-156.3
19992,52.44351,-1.523656,164.86,8.68,2.0,72.39,23 / 24,2003427,2019-09-07 09:46:48:706,-1.9085,-1.6296,9.7602,0.0042,-0.0064,9.8066,0.1911,0.1547,-0.1312,-28.94,-32.25,7.75,301.32,-81.14,-155.69
19993,52.44351,-1.523656,164.86,8.68,2.0,72.39,23 / 24,2003528,2019-09-07 09:46:48:807,0.0907,0.1529,10.4429,-0.0078,0.0229,9.8065,0.1341,0.0781,-0.0617,-29.12,-32.37,7.38,298.75,-81.17,-156.16
19994,52.44351,-1.523656,164.86,8.68,2.0,72.39,23 / 24,2003627,2019-09-07 09:46:48:906,-0.2298,0.4635,10.3492,-0.0224,0.0139,9.8066,-0.0376,0.0422,-0.1158,-28.5,-32.06,7.0,298.39,-81.41,-156.93
19995,52.44351,-1.523656,164.86,8.68,2.0,72.39,23 / 24,2003727,2019-09-07 09:46:49:006,-0.5912,-1.5949,9.7641,0.0318,-0.0111,9.8065,-0.0216,-0.158,0.0029,-29.06,-32.06,7.5,299.94,-81.46,-157.27
19996,52.44351,-1.523656,164.86,8.68,2.0,72.39,23 / 24,2003827,2019-09-07 09:46:49:106,-0.4443,-0.2485,10.1012,0.024,-0.0163,9.8065,-0.0027,-0.0488,0.0749,-28.56,-32.31,7.38,296.57,-81.16,-158.17
19997,52.44351,-1.523656,164.86,8.68,2.0,72.39,23 / 24,2003927,2019-09-07 09:46:49:206,-0.8761,-0.1848,10.0565,-0.0123,0.0082,9.8066,-0.1346,-0.0076,0.019,-29.19,-32.5,7.44,295.84,-81.14,-158.83
19998,52.44351,-1.523656,164.86,8.68,2.0,72.39,23 / 24,2004027,2019-09-07 09:46:49:306,-1.0274,1.2468,9.3025,-0.0099,0.0049,9.8066,0.0721,0.0209,0.0262,-28.56,-32.75,7.06,294.23,-81.09,-160.0
19999,52.44351,-1.523656,164.86,8.68,2.0,72.39,23 / 23,2004127,2019-09-07 09:46:49:406,-0.2851,-0.3914,9.7941,-0.0275,-0.0076,9.8066,-0.0831,-0.0134,0.0389,-28.5,-32.31,7.5,297.29,-81.0,-159.49
20000,52.44351,-1.523656,164.86,8.68,2.0,72.39,23 / 23,2004227,2019-09-07 09:46:49:506,0.1694,0.2616,9.8238,-0.0464,-0.002,9.8065,0.0296,0.0107,-0.0336,-29.81,-32.5,7.25,296.8,-81.28,-157.91
20001,52.44351,-1.523656,164.86,8.68,2.0,72.39,23 / 23,2004327,2019-09-07 09:46:49:606,-0.6789,0.9809,9.9674,0.0255,-0.0054,9.8065,0.0983,0.0742,-0.0175,-29.5,-32.12,6.19,294.84,-81.47,-158.16
20002,52.44351,-1.523656,164.86,8.68,2.0,72.39,23 / 23,2004427,2019-09-07 09:46:49:706,0.7571,0.9543,9.7416,0.0424,-0.0095,9.8065,-0.1621,0.0216,0.0851,-30.06,-32.06,5.88,294.66,-81.33,-158.08
20003,52.44351,-1.523656,164.86,8.68,2.0,72.39,23 / 23,2004527,2019-09-07 09:46:49:806,-1.4642,-0.6097,9.8217,-0.0247,-0.0116,9.8066,-0.0878,0.0007,0.0454,-31.31,-31.31,5.56,296.81,-81.4,-156.29
20004,52.44351,-1.523656,164.86,8.68,2.0,72.39,23 / 23,2004627,2019-09-07 09:46:49:906,-0.7869,0.8454,10.1164,-0.0277,0.0071,9.8065,0.1398,0.0279,-0.0171,-32.37,-31.06,6.75,297.95,-81.49,-156.96
20005,52.44351,-1.523656,164.86,8.68,2.0,72.39,23 / 23,2004728,2019-09-07 09:46:50:007,-0.096,1.315,10.4893,0.0089,0.007,9.8066,0.0218,0.0836,-0.0645,-32.19,-31.94,7.06,297.01,-81.69,-157.8
20006,52.44351,-1.523656,164.86,8.68,2.0,72.39,23 / 23,2004828,2019-09-07 09:46:50:107,-1.9789,-0.3853,9.9873,0.0219,0.0022,9.8066,-0.042,0.0174,0.0266,-29.69,-32.25,8.63,300.83,-81.7,-158.28
20007,52.44351,-1.523656,164.86,8.68,2.0,72.39,23 / 23,2004927,2019-09-07 09:46:50:206,-1.0279,1.683,9.8084,-0.021,0.0115,9.8065,0.0226,0.1354,-0.0683,-29.19,-32.12,7.44,296.9,-81.7,-158.42
20008,52.44351,-1.523656,164.86,8.68,2.0,72.39,23 / 23,2005028,2019-09-07 09:46:50:307,-0.3437,0.6204,10.6215,-0.0066,0.0192,9.8066,0.0846,0.0796,-0.008,-27.44,-31.37,7.5,298.51,-81.66,-159.61
20009,52.44351,-1.523656,164.86,8.68,2.0,72.39,23 / 23,2005127,2019-09-07 09:46:50:406,-0.0555,0.6775,8.5005,0.0225,-0.0043,9.8066,-0.0368,0.0128,0.0762,-28.12,-31.12,6.13,293.46,-81.34,-159.71
20010,52.44351,-1.523656,164.86,8.68,2.0,72.39,23 / 23,2005227,2019-09-07 09:46:50:506,-0.1542,-0.2884,8.8867,0.0175,0.0094,9.8066,-0.0736,0.1328,-0.0672,-28.62,-30.69,5.94,292.89,-81.45,-160.25
20011,52.44351,-1.523656,164.86,8.68,2.0,72.39,23 / 23,2005328,2019-09-07 09:46:50:607,-1.5281,0.3443,9.3979,-0.056,0.0075,9.8064,-0.0953,0.0771,-0.0238,-28.75,-28.87,5.44,292.33,-81.74,-159.65
20012,52.44351,-1.523656,164.86,8.68,2.0,72.39,23 / 23,2005427,2019-09-07 09:46:50:706,-0.842,0.313,10.4358,-0.0766,0.0028,9.8063,0.0273,-0.0012,0.0527,-29.06,-26.87,4.44,293.28,-82.56,-158.05
20013,52.44351,-1.523656,164.86,8.68,2.0,72.39,23 / 23,2005527,2019-09-07 09:46:50:806,-0.0345,0.8999,10.1709,0.0427,-0.0065,9.8065,0.1616,0.0856,-0.0012,-28.69,-27.12,4.38,294.22,-82.8,-157.37
